,mask_FTOC,bathy
8215,,551.0
8216,,432.0
8217,,378.0
8218,,705.0
8219,,350.0
8220,,391.0
8221,,313.0
8222,,220.0
8223,,28.0
8224,,72.0
8225,,39.0
8226,,228.0
8227,,221.0
8228,,177.0
8229,,215.0
8230,,181.0
8231,,132.0
8232,,35.0
8233,,
8234,,
8235,,228.0
8236,,182.0
8237,,237.0
8238,,5.0
8239,,25.0
8240,,62.0
8241,,112.0
8242,,224.0
8243,,21.0
8244,1.0,179.0
8245,1.0,414.0
8246,1.0,277.0
8247,1.0,369.0
8248,1.0,510.0
8249,1.0,754.0
8250,1.0,846.0
8251,1.0,758.0
8252,1.0,733.0
8253,1.0,949.0
8254,1.0,913.0
8255,1.0,676.0
8256,1.0,497.0
8257,,1888.0
8258,,2503.0
8259,,2562.0
8260,,2587.0
8261,,2679.0
8262,,2690.0
8263,,1943.0
8264,,1441.0
8265,,1697.0
8266,,2079.0
8267,,1702.0
8268,,2355.0
8269,,2802.0
8270,,3004.0
8271,,2706.0
8272,,3257.0
8273,,3051.0
8274,,3166.0
8275,,3446.0
8276,,3579.0
8277,,3715.0
8278,,3627.0
8279,,3136.0
8280,,3635.0
8281,,3192.0
8282,,2582.0
8283,,2645.0
8284,,2684.0
8285,,2974.0
8286,,3285.0
8287,,3090.0
8288,,3125.0
8289,,3138.0
8290,,3271.0
8291,,3359.0
8292,,3693.0
8293,,3425.0
8294,,3565.0
8295,,3617.0
8296,,3521.0
8297,,3437.0
8298,,3344.0
8299,,3743.0
8300,,3972.0
8301,,3890.0
8302,,4079.0
8303,,3840.0
8304,,4178.0
8305,,4125.0
8306,,4095.0
8307,,4231.0
8308,,4154.0
8309,,4245.0
8310,,4178.0
8311,,4033.0
8312,,4153.0
8313,,4112.0
8314,,3944.0
8315,,4234.0
8316,,4136.0
8317,,4035.0
8318,,3980.0
8319,,3906.0
8320,,4135.0
8321,,4352.0
8322,,4298.0
8323,,4370.0
8324,,4515.0
8325,,4650.0
8326,,4611.0
8327,,4679.0
8328,,4708.0
8329,,4682.0
8330,,4626.0
8331,,4626.0
8332,,4684.0
8333,,4590.0
8334,,4499.0
8335,,4579.0
8336,,4581.0
8337,,4614.0
8338,,4633.0
8339,,4727.0
8340,,4787.0
8341,,4818.0
8342,,4844.0
8343,,4834.0
8344,,4827.0
8345,,4833.0
8346,,4844.0
8347,,4817.0
8348,,4814.0
8349,,4697.0
8350,,4652.0
8351,,4682.0
8352,,4763.0
8353,,4690.0
8354,,4794.0
8355,,4844.0
8356,,4838.0
8357,,4806.0
8358,,4820.0
8359,,4803.0
8360,,4777.0
8361,,4733.0
8362,,4738.0
8363,,4701.0
8364,,4672.0
8365,,4683.0
8366,,4690.0
8367,,4672.0
8368,,4586.0
8369,,4501.0
8370,,4501.0
8371,,4451.0
8372,,4454.0
8373,,4433.0
8374,,4447.0
8375,,4451.0
8376,,4391.0
8377,,4333.0
8378,,4269.0
8379,,4207.0
8380,,4162.0
8381,,4104.0
8382,,3842.0
8383,,3543.0
8384,,3632.0
8385,,3708.0
8386,,3678.0
8387,,3305.0
8388,,2238.0
8389,1.0,492.0
8390,1.0,426.0
8391,1.0,458.0
8392,,375.0
8393,,274.0
8394,,
8395,,
8396,,
8397,,233.0
8398,,224.0
8399,,181.0
8400,1.0,224.0
8401,1.0,622.0
8402,1.0,644.0
8403,1.0,566.0
8404,1.0,485.0
8405,1.0,1619.0
8406,,2358.0
8407,,2901.0
8408,,2988.0
8409,,3228.0
8410,,3512.0
8411,,3773.0
8412,,3979.0
8413,,4123.0
8414,,4217.0
8415,,4281.0
8416,,4319.0
8417,,4361.0
8418,,4409.0
8419,,4492.0
8420,,4547.0
8421,,4571.0
8422,,4607.0
8423,,4640.0
8424,,4657.0
8425,,4679.0
8426,,4702.0
8427,,4741.0
8428,,4735.0
8429,,4775.0
8430,,4802.0
8431,,4832.0
8432,,4825.0
8433,,4855.0
8434,,4872.0
8435,,4874.0
8436,,4903.0
8437,,4931.0
8438,,4930.0
8439,,4942.0
8440,,4958.0
8441,,4975.0
8442,,4971.0
8443,,4961.0
8444,,4959.0
8445,,4992.0
8446,,4980.0
8447,,4972.0
8448,,4971.0
8449,,4981.0
8450,,4971.0
8451,,4944.0
8452,,4897.0
8453,,4879.0
8454,,4831.0
8455,,4727.0
8456,,4683.0
8457,,4674.0
8458,,4769.0
8459,,4205.0
8460,,3506.0
8461,,3655.0
8462,,3585.0
8463,,3572.0
8464,,3751.0
8465,,4104.0
8466,,4125.0
8467,,4248.0
8468,,4183.0
8469,,4027.0
8470,,3439.0
8471,,3196.0
8472,,3002.0
8473,,3012.0
8474,,3473.0
8475,,4008.0
8476,,3918.0
8477,,4482.0
8478,,4501.0
8479,,4493.0
8480,,4542.0
8481,,4461.0
8482,,4607.0
8483,,4682.0
8484,,4699.0
8485,,4538.0
8486,,4564.0
8487,,4616.0
8488,,4558.0
8489,,4494.0
8490,,4336.0
8491,,4273.0
8492,,3338.0
8493,,1215.0
8494,,3451.0
8495,,4334.0
8496,,4569.0
8497,,4702.0
8498,,4556.0
8499,,4496.0
8500,,4228.0
8501,,3999.0
8502,,3511.0
8503,,3085.0
8504,,2852.0
8505,,2803.0
8506,,2235.0
8507,,1872.0
8508,1.0,1341.0
8509,1.0,648.0
8510,,153.0
8511,,
8512,,
8513,,
8514,,
8515,,
8516,,232.0
8517,,303.0
8518,,1281.0
8519,,2089.0
8520,,2074.0
8521,,2415.0
8522,,2645.0
8523,,2917.0
8524,,2621.0
8525,,2505.0
8526,,2247.0
8527,,2572.0
8528,,2271.0
8529,,1931.0
8530,,2240.0
8531,,2084.0
8532,,1930.0
8533,,2309.0
8534,,2539.0
8535,,2530.0
8536,,2576.0
8537,,2781.0
8538,,2210.0
8539,1.0,1017.0
8540,1.0,369.0
8541,1.0,361.0
8542,1.0,571.0
8543,1.0,626.0
8544,,346.0
8545,,373.0
8546,,321.0
8547,,394.0
8548,,656.0
8549,,294.0
8550,,546.0
8551,,474.0
8552,,408.0
8553,,397.0
8554,,268.0
8555,,145.0
8556,,116.0
8557,,213.0
8558,,122.0
8559,,203.0
8560,,197.0
8561,,
8562,,
8563,,
8564,,
8565,,
8566,,484.0
8567,,638.0
8568,,792.0
8569,,542.0
8570,,108.0
8571,,
8572,,
8573,,
8574,,256.0
8575,,326.0
8576,,571.0
8577,,705.0
8578,,585.0
8579,,474.0
8580,,689.0
8581,,291.0
8582,,975.0
8583,,369.0
8584,,286.0
8585,,174.0
8586,,449.0
8587,,605.0
8588,,945.0
8589,,407.0
8590,,255.0
8591,,213.0
8592,,121.0
8593,,40.0
8594,,205.0
8595,,55.0
8596,,139.0
8597,,213.0
8598,,563.0
8599,,495.0
8600,,406.0
8601,,301.0
8602,,398.0
8603,,627.0
8604,1.0,452.0
8605,1.0,405.0
8606,1.0,239.0
8607,1.0,452.0
8608,1.0,345.0
8609,1.0,467.0
8610,1.0,698.0
8611,1.0,1069.0
8612,,2252.0
8613,,2601.0
8614,,2297.0
8615,,2621.0
8616,,2693.0
8617,,2809.0
8618,,2871.0
8619,,2696.0
8620,,2792.0
8621,,2518.0
8622,,1538.0
8623,,2350.0
8624,,2298.0
8625,,3023.0
8626,,2838.0
8627,,2869.0
8628,,2879.0
8629,,3083.0
8630,,3097.0
8631,,3088.0
8632,,3223.0
8633,,3263.0
8634,,3322.0
8635,,3527.0
8636,,3629.0
8637,,3607.0
8638,,3518.0
8639,,3515.0
8640,,2697.0
8641,,2846.0
8642,,2895.0
8643,,2875.0
8644,,2621.0
8645,,2536.0
8646,,2728.0
8647,,2748.0
8648,,2833.0
8649,,2914.0
8650,,2953.0
8651,,2849.0
8652,,2798.0
8653,,2917.0
8654,,3138.0
8655,,3299.0
8656,,3299.0
8657,,3406.0
8658,,3405.0
8659,,3590.0
8660,,3763.0
8661,,3788.0
8662,,3882.0
8663,,4003.0
8664,,3941.0
8665,,3840.0
8666,,3750.0
8667,,3645.0
8668,,3934.0
8669,,4205.0
8670,,4163.0
8671,,4191.0
8672,,4102.0
8673,,3929.0
8674,,3676.0
8675,,3960.0
8676,,4020.0
8677,,3953.0
8678,,4155.0
8679,,4232.0
8680,,4195.0
8681,,4282.0
8682,,4241.0
8683,,4302.0
8684,,4471.0
8685,,4633.0
8686,,4579.0
8687,,4740.0
8688,,4722.0
8689,,4786.0
8690,,4690.0
8691,,4758.0
8692,,4741.0
8693,,4795.0
8694,,4861.0
8695,,4853.0
8696,,4843.0
8697,,4857.0
8698,,4903.0
8699,,4943.0
8700,,4959.0
8701,,4971.0
8702,,4966.0
8703,,4945.0
8704,,4944.0
8705,,4939.0
8706,,4945.0
8707,,4954.0
8708,,4947.0
8709,,4904.0
8710,,4887.0
8711,,4847.0
8712,,4802.0
8713,,4844.0
8714,,4986.0
8715,,4924.0
8716,,4933.0
8717,,4893.0
8718,,4865.0
8719,,4875.0
8720,,4873.0
8721,,4849.0
8722,,4842.0
8723,,4798.0
8724,,4766.0
8725,,4744.0
8726,,3693.0
8727,,4956.0
8728,,4565.0
8729,,3171.0
8730,,4607.0
8731,,4634.0
8732,,4616.0
8733,,4591.0
8734,,4526.0
8735,,4508.0
8736,,4479.0
8737,,4450.0
8738,,4338.0
8739,,4210.0
8740,,4187.0
8741,,4122.0
8742,,4098.0
8743,,3954.0
8744,,3971.0
8745,,3875.0
8746,,3733.0
8747,,3650.0
8748,,3389.0
8749,,3018.0
8750,,2251.0
8751,1.0,447.0
8752,1.0,406.0
8753,1.0,478.0
8754,1.0,295.0
8755,1.0,264.0
8756,,
8757,,
8758,,179.0
8759,,417.0
8760,1.0,612.0
8761,1.0,480.0
8762,1.0,626.0
8763,1.0,541.0
8764,1.0,473.0
8765,1.0,763.0
8766,,2039.0
8767,,2696.0
8768,,2913.0
8769,,3329.0
8770,,3596.0
8771,,3911.0
8772,,4052.0
8773,,4249.0
8774,,4379.0
8775,,4517.0
8776,,4566.0
8777,,4623.0
8778,,4662.0
8779,,4708.0
8780,,4719.0
8781,,4711.0
8782,,4724.0
8783,,4727.0
8784,,4739.0
8785,,4791.0
8786,,4812.0
8787,,4847.0
8788,,4908.0
8789,,4863.0
8790,,4904.0
8791,,4898.0
8792,,4897.0
8793,,4924.0
8794,,4928.0
8795,,4954.0
8796,,4953.0
8797,,5012.0
8798,,4999.0
8799,,4966.0
8800,,4978.0
8801,,4989.0
8802,,5031.0
8803,,5034.0
8804,,5039.0
8805,,5021.0
8806,,5033.0
8807,,5046.0
8808,,5040.0
8809,,5021.0
8810,,5034.0
8811,,5029.0
8812,,5023.0
8813,,5035.0
8814,,5006.0
8815,,5011.0
8816,,4998.0
8817,,4978.0
8818,,4922.0
8819,,4411.0
8820,,3165.0
8821,,2835.0
8822,,1946.0
8823,,2881.0
8824,,3366.0
8825,,3742.0
8826,,4358.0
8827,,4353.0
8828,,4466.0
8829,,4541.0
8830,,4403.0
8831,,4187.0
8832,,4029.0
8833,,3826.0
8834,,3556.0
8835,,3698.0
8836,,4239.0
8837,,4444.0
8838,,4592.0
8839,,4828.0
8840,,4861.0
8841,,4760.0
8842,,4758.0
8843,,4765.0
8844,,4857.0
8845,,4933.0
8846,,4913.0
8847,,4950.0
8848,,4982.0
8849,,5006.0
8850,,4970.0
8851,,4678.0
8852,,3940.0
8853,,2840.0
8854,,2581.0
8855,,4466.0
8856,,4646.0
8857,,4840.0
8858,,4801.0
8859,,4707.0
8860,,4647.0
8861,,4484.0
8862,,4126.0
8863,,4054.0
8864,,4125.0
8865,,3582.0
8866,,3140.0
8867,,2824.0
8868,,2395.0
8869,,2675.0
8870,,2782.0
8871,,2294.0
8872,,2329.0
8873,,1827.0
8874,,2363.0
8875,,3078.0
8876,,2783.0
8877,,3507.0
8878,,3580.0
8879,,3875.0
8880,,3960.0
8881,,3943.0
8882,,3817.0
8883,,3370.0
8884,,2845.0
8885,,3073.0
8886,,3436.0
8887,,2813.0
8888,,2784.0
8889,,2746.0
8890,,3022.0
8891,,3151.0
8892,,3197.0
8893,,3213.0
8894,,3155.0
8895,,3218.0
8896,,3372.0
8897,,3409.0
8898,,3408.0
8899,,3446.0
8900,,3365.0
8901,,3122.0
8902,,3297.0
8903,,3075.0
8904,,2929.0
8905,,2978.0
8906,,2878.0
8907,,3162.0
8908,,3063.0
8909,,2952.0
8910,,2465.0
8911,1.0,944.0
8912,1.0,676.0
8913,1.0,605.0
8914,1.0,751.0
8915,1.0,301.0
8916,1.0,109.0
8917,1.0,390.0
8918,1.0,453.0
8919,1.0,409.0
8920,1.0,350.0
8921,1.0,245.0
8922,1.0,539.0
8923,1.0,233.0
8924,1.0,174.0
8925,1.0,302.0
8926,1.0,834.0
8927,1.0,799.0
8928,1.0,858.0
8929,,1507.0
8930,1.0,1806.0
8931,1.0,1584.0
8932,1.0,1230.0
8933,1.0,1048.0
8934,1.0,1192.0
8935,1.0,665.0
8936,1.0,502.0
8937,,1157.0
8938,,1419.0
8939,,2232.0
8940,,2751.0
8941,,2843.0
8942,,2421.0
8943,,2137.0
8944,,2175.0
8945,1.0,1475.0
8946,1.0,1293.0
8947,1.0,1073.0
8948,1.0,862.0
8949,1.0,482.0
8950,1.0,607.0
8951,1.0,420.0
8952,1.0,412.0
8953,1.0,662.0
8954,1.0,289.0
8955,1.0,580.0
8956,1.0,663.0
8957,,1508.0
8958,,1614.0
8959,,2396.0
8960,,2294.0
8961,,2460.0
8962,,2578.0
8963,,2735.0
8964,,2995.0
8965,,3158.0
8966,,3028.0
8967,,3041.0
8968,,3017.0
8969,,3130.0
8970,,3045.0
8971,,2861.0
8972,,3136.0
8973,,3201.0
8974,,3215.0
8975,,3193.0
8976,,3194.0
8977,,3119.0
8978,,2944.0
8979,,2580.0
8980,,2731.0
8981,,2835.0
8982,,2908.0
8983,,3081.0
8984,,3113.0
8985,,3085.0
8986,,3131.0
8987,,3173.0
8988,,2916.0
8989,,2909.0
8990,,3221.0
8991,,2930.0
8992,,2876.0
8993,,3120.0
8994,,3229.0
8995,,2883.0
8996,,3401.0
8997,,3105.0
8998,,2787.0
8999,,2811.0
9000,,3183.0
9001,,3193.0
9002,,3143.0
9003,,3076.0
9004,,3060.0
9005,,3025.0
9006,,2931.0
9007,,2753.0
9008,,2789.0
9009,,2725.0
9010,,2571.0
9011,,2579.0
9012,,2742.0
9013,,2875.0
9014,,3062.0
9015,,3185.0
9016,,3266.0
9017,,3172.0
9018,,3186.0
9019,,3337.0
9020,,3331.0
9021,,3185.0
9022,,3181.0
9023,,3521.0
9024,,3571.0
9025,,3711.0
9026,,3591.0
9027,,3538.0
9028,,3657.0
9029,,3947.0
9030,,4062.0
9031,,3928.0
9032,,3622.0
9033,,4129.0
9034,,4152.0
9035,,3898.0
9036,,3375.0
9037,,4167.0
9038,,4292.0
9039,,4335.0
9040,,4313.0
9041,,4418.0
9042,,4321.0
9043,,4603.0
9044,,4606.0
9045,,4584.0
9046,,4735.0
9047,,4842.0
9048,,4657.0
9049,,4837.0
9050,,4758.0
9051,,4777.0
9052,,4913.0
9053,,4950.0
9054,,4946.0
9055,,4986.0
9056,,4977.0
9057,,4961.0
9058,,4971.0
9059,,4995.0
9060,,5012.0
9061,,5003.0
9062,,4998.0
9063,,5015.0
9064,,5035.0
9065,,5065.0
9066,,5074.0
9067,,5107.0
9068,,5094.0
9069,,5112.0
9070,,5071.0
9071,,5033.0
9072,,5021.0
9073,,5030.0
9074,,5044.0
9075,,5037.0
9076,,5019.0
9077,,5001.0
9078,,4990.0
9079,,4974.0
9080,,4968.0
9081,,4964.0
9082,,4938.0
9083,,4902.0
9084,,4892.0
9085,,4832.0
9086,,4735.0
9087,,4881.0
9088,,4887.0
9089,,4361.0
9090,,4655.0
9091,,4689.0
9092,,4734.0
9093,,4717.0
9094,,4683.0
9095,,4635.0
9096,,4632.0
9097,,4528.0
9098,,4374.0
9099,,4246.0
9100,,4209.0
9101,,4122.0
9102,,3973.0
9103,,4040.0
9104,,3976.0
9105,,3689.0
9106,,3754.0
9107,,3852.0
9108,,3640.0
9109,,3481.0
9110,,3295.0
9111,,2784.0
9112,,2662.0
9113,1.0,1622.0
9114,1.0,494.0
9115,1.0,404.0
9116,,267.0
9117,,
9118,,278.0
9119,,
9120,1.0,
9121,1.0,239.0
9122,1.0,
9123,1.0,211.0
9124,1.0,319.0
9125,1.0,456.0
9126,,1662.0
9127,,2317.0
9128,,2564.0
9129,,2896.0
9130,,3471.0
9131,,3767.0
9132,,3936.0
9133,,4378.0
9134,,4429.0
9135,,4498.0
9136,,4546.0
9137,,4607.0
9138,,4677.0
9139,,4647.0
9140,,4730.0
9141,,4738.0
9142,,4839.0
9143,,4722.0
9144,,4554.0
9145,,4816.0
9146,,4691.0
9147,,4780.0
9148,,4817.0
9149,,4751.0
9150,,4870.0
9151,,4726.0
9152,,4792.0
9153,,4995.0
9154,,4964.0
9155,,4934.0
9156,,4874.0
9157,,5024.0
9158,,5019.0
9159,,4995.0
9160,,4965.0
9161,,4997.0
9162,,5034.0
9163,,5048.0
9164,,5035.0
9165,,5040.0
9166,,5038.0
9167,,5075.0
9168,,5081.0
9169,,5096.0
9170,,5145.0
9171,,5175.0
9172,,5196.0
9173,,5189.0
9174,,5219.0
9175,,5196.0
9176,,5180.0
9177,,5140.0
9178,,5105.0
9179,,5240.0
9180,,4627.0
9181,,3172.0
9182,,2601.0
9183,,2887.0
9184,,3052.0
9185,,3791.0
9186,,4619.0
9187,,4702.0
9188,,4699.0
9189,,5004.0
9190,,5181.0
9191,,5083.0
9192,,4955.0
9193,,4912.0
9194,,4837.0
9195,,4892.0
9196,,4769.0
9197,,4822.0
9198,,4980.0
9199,,4813.0
9200,,4865.0
9201,,4859.0
9202,,4897.0
9203,,4922.0
9204,,4973.0
9205,,5016.0
9206,,5067.0
9207,,5091.0
9208,,5094.0
9209,,5101.0
9210,,5089.0
9211,,4985.0
9212,,4850.0
9213,,4778.0
9214,,4892.0
9215,,5085.0
9216,,5084.0
9217,,4953.0
9218,,4918.0
9219,,4861.0
9220,,4725.0
9221,,4622.0
9222,,4700.0
9223,,4452.0
9224,,4333.0
9225,,4305.0
9226,,4119.0
9227,,3870.0
9228,,4180.0
9229,,4189.0
9230,,3593.0
9231,,3550.0
9232,,3777.0
9233,,4346.0
9234,,4156.0
9235,,4404.0
9236,,4335.0
9237,,4188.0
9238,,4130.0
9239,,4250.0
9240,,4227.0
9241,,4117.0
9242,,3830.0
9243,,3926.0
9244,,3950.0
9245,,3822.0
9246,,3701.0
9247,,3479.0
9248,,3334.0
9249,,3368.0
9250,,3412.0
9251,,3476.0
9252,,3597.0
9253,,3678.0
9254,,3583.0
9255,,3570.0
9256,,3564.0
9257,,3603.0
9258,,3586.0
9259,,3631.0
9260,,3634.0
9261,,3614.0
9262,,3649.0
9263,,3649.0
9264,,3659.0
9265,,3668.0
9266,,3606.0
9267,,3593.0
9268,,3638.0
9269,,3684.0
9270,,3485.0
9271,,3331.0
9272,,3263.0
9273,,3025.0
9274,,2839.0
9275,,1826.0
9276,1.0,1667.0
9277,1.0,1224.0
9278,1.0,848.0
9279,1.0,771.0
9280,1.0,747.0
9281,1.0,1493.0
9282,,2098.0
9283,,1993.0
9284,,2925.0
9285,,2581.0
9286,,2733.0
9287,,3308.0
9288,,3203.0
9289,,3285.0
9290,,3304.0
9291,,2886.0
9292,,2866.0
9293,,2870.0
9294,,2337.0
9295,,2201.0
9296,,2357.0
9297,,2817.0
9298,,3141.0
9299,,3439.0
9300,,3556.0
9301,,3463.0
9302,,3421.0
9303,,3345.0
9304,,3463.0
9305,,3692.0
9306,,3494.0
9307,,3639.0
9308,,3312.0
9309,,3047.0
9310,,2997.0
9311,,2602.0
9312,,2674.0
9313,,2680.0
9314,,3043.0
9315,,3225.0
9316,,3025.0
9317,,3370.0
9318,,3480.0
9319,,3499.0
9320,,3516.0
9321,,3587.0
9322,,3685.0
9323,,3631.0
9324,,3631.0
9325,,3722.0
9326,,3698.0
9327,,3687.0
9328,,3672.0
9329,,3606.0
9330,,3536.0
9331,,3463.0
9332,,3409.0
9333,,3446.0
9334,,3325.0
9335,,3135.0
9336,,3146.0
9337,,3244.0
9338,,2723.0
9339,,2720.0
9340,,2774.0
9341,,2833.0
9342,,2937.0
9343,,3088.0
9344,,3022.0
9345,,2998.0
9346,,2923.0
9347,,2913.0
9348,,3019.0
9349,,2782.0
9350,,2792.0
9351,,2505.0
9352,,2410.0
9353,,2560.0
9354,,3019.0
9355,,2984.0
9356,,2637.0
9357,,2465.0
9358,,2992.0
9359,,3034.0
9360,,3219.0
9361,,3503.0
9362,,3591.0
9363,,3480.0
9364,,3400.0
9365,,3361.0
9366,,3303.0
9367,,3303.0
9368,,3221.0
9369,,3115.0
9370,,2958.0
9371,,2785.0
9372,,2525.0
9373,,2599.0
9374,,2494.0
9375,,2278.0
9376,,2238.0
9377,,2579.0
9378,,2675.0
9379,,2785.0
9380,,2930.0
9381,,2882.0
9382,,2740.0
9383,,2901.0
9384,,2894.0
9385,,3116.0
9386,,3151.0
9387,,3243.0
9388,,3204.0
9389,,3584.0
9390,,3577.0
9391,,3709.0
9392,,3673.0
9393,,3762.0
9394,,3701.0
9395,,3934.0
9396,,3843.0
9397,,4019.0
9398,,4140.0
9399,,4457.0
9400,,4424.0
9401,,4356.0
9402,,4398.0
9403,,4413.0
9404,,4681.0
9405,,4568.0
9406,,4709.0
9407,,4593.0
9408,,4690.0
9409,,4757.0
9410,,4849.0
9411,,4840.0
9412,,4894.0
9413,,4886.0
9414,,4933.0
9415,,4998.0
9416,,5052.0
9417,,5006.0
9418,,4949.0
9419,,4957.0
9420,,5037.0
9421,,5036.0
9422,,5030.0
9423,,5100.0
9424,,5121.0
9425,,5160.0
9426,,5152.0
9427,,5139.0
9428,,5143.0
9429,,5164.0
9430,,5155.0
9431,,5172.0
9432,,5175.0
9433,,5179.0
9434,,5168.0
9435,,5153.0
9436,,5122.0
9437,,5052.0
9438,,5034.0
9439,,4977.0
9440,,4963.0
9441,,5023.0
9442,,5030.0
9443,,5016.0
9444,,4995.0
9445,,4956.0
9446,,4855.0
9447,,4781.0
9448,,4765.0
9449,,4628.0
9450,,4805.0
9451,,4717.0
9452,,4701.0
9453,,4752.0
9454,,4737.0
9455,,4770.0
9456,,4774.0
9457,,4705.0
9458,,4581.0
9459,,4524.0
9460,,4434.0
9461,,4367.0
9462,,4189.0
9463,,4280.0
9464,,4148.0
9465,,4184.0
9466,,4061.0
9467,,3922.0
9468,,3960.0
9469,,3965.0
9470,,3824.0
9471,,3796.0
9472,,3746.0
9473,,3426.0
9474,,3004.0
9475,1.0,2562.0
9476,1.0,764.0
9477,1.0,362.0
9478,1.0,616.0
9479,1.0,705.0
9480,1.0,701.0
9481,1.0,336.0
9482,1.0,176.0
9483,1.0,107.0
9484,1.0,229.0
9485,1.0,267.0
9486,1.0,426.0
9487,1.0,924.0
9488,,1688.0
9489,,2159.0
9490,,2691.0
9491,,3088.0
9492,,3246.0
9493,,3459.0
9494,,3537.0
9495,,3372.0
9496,,3582.0
9497,,3662.0
9498,,3228.0
9499,,4022.0
9500,,4378.0
9501,,4546.0
9502,,4709.0
9503,,4611.0
9504,,4562.0
9505,,4556.0
9506,,4677.0
9507,,4479.0
9508,,4666.0
9509,,4793.0
9510,,4665.0
9511,,4583.0
9512,,4680.0
9513,,4760.0
9514,,4882.0
9515,,5066.0
9516,,5021.0
9517,,4912.0
9518,,4913.0
9519,,4948.0
9520,,4920.0
9521,,4974.0
9522,,5138.0
9523,,4895.0
9524,,5055.0
9525,,5019.0
9526,,5060.0
9527,,4984.0
9528,,5078.0
9529,,5116.0
9530,,5056.0
9531,,5102.0
9532,,5156.0
9533,,5172.0
9534,,5244.0
9535,,5253.0
9536,,5230.0
9537,,5229.0
9538,,5278.0
9539,,5329.0
9540,,5302.0
9541,,5386.0
9542,,5334.0
9543,,5111.0
9544,,4918.0
9545,,4940.0
9546,,5145.0
9547,,5155.0
9548,,5149.0
9549,,4895.0
9550,,5120.0
9551,,5024.0
9552,,5218.0
9553,,5246.0
9554,,4965.0
9555,,4910.0
9556,,5077.0
9557,,4834.0
9558,,5020.0
9559,,4825.0
9560,,5061.0
9561,,4894.0
9562,,5031.0
9563,,5022.0
9564,,5049.0
9565,,5083.0
9566,,5108.0
9567,,5151.0
9568,,5175.0
9569,,5161.0
9570,,5157.0
9571,,5103.0
9572,,5096.0
9573,,5140.0
9574,,5116.0
9575,,5125.0
9576,,5107.0
9577,,5052.0
9578,,5051.0
9579,,5045.0
9580,,5002.0
9581,,4986.0
9582,,4976.0
9583,,4875.0
9584,,4848.0
9585,,4656.0
9586,,4457.0
9587,,4557.0
9588,,4844.0
9589,,4880.0
9590,,4845.0
9591,,4876.0
9592,,4826.0
9593,,4931.0
9594,,4914.0
9595,,4876.0
9596,,4797.0
9597,,4678.0
9598,,4570.0
9599,,4456.0
9600,,4533.0
9601,,4523.0
9602,,4338.0
9603,,4192.0
9604,,4282.0
9605,,4236.0
9606,,4214.0
9607,,4137.0
9608,,4078.0
9609,,4018.0
9610,,3942.0
9611,,3935.0
9612,,3909.0
9613,,3876.0
9614,,3828.0
9615,,3793.0
9616,,3783.0
9617,,3786.0
9618,,3781.0
9619,,3669.0
9620,,3380.0
9621,,3026.0
9622,,2517.0
9623,,2615.0
9624,,2731.0
9625,,3584.0
9626,,3680.0
9627,,3770.0
9628,,3865.0
9629,,3860.0
9630,,3838.0
9631,,3651.0
9632,,3709.0
9633,,3360.0
9634,,3407.0
9635,,3169.0
9636,,2463.0
9637,,2500.0
9638,,2962.0
9639,,2252.0
9640,,1919.0
9641,,2178.0
9642,,3205.0
9643,,3274.0
9644,,3857.0
9645,,3870.0
9646,,3594.0
9647,,3479.0
9648,,3431.0
9649,,3672.0
9650,,3821.0
9651,,3717.0
9652,,3733.0
9653,,3578.0
9654,,3536.0
9655,,3473.0
9656,,3419.0
9657,,3487.0
9658,,3635.0
9659,,3735.0
9660,,3763.0
9661,,3862.0
9662,,3960.0
9663,,3986.0
9664,,4026.0
9665,,4059.0
9666,,4075.0
9667,,4150.0
9668,,4247.0
9669,,4251.0
9670,,4246.0
9671,,4241.0
9672,,4265.0
9673,,4289.0
9674,,4180.0
9675,,4027.0
9676,,3983.0
9677,,3769.0
9678,,3731.0
9679,,3624.0
9680,,3655.0
9681,,3928.0
9682,,3925.0
9683,,3955.0
9684,,3964.0
9685,,3910.0
9686,,3925.0
9687,,3918.0
9688,,3912.0
9689,,3763.0
9690,,3750.0
9691,,3589.0
9692,,3426.0
9693,,3023.0
9694,,2978.0
9695,,3156.0
9696,,2758.0
9697,,2434.0
9698,,2364.0
9699,,2529.0
9700,,2634.0
9701,,2757.0
9702,,2838.0
9703,,2985.0
9704,,2927.0
9705,,2836.0
9706,,2680.0
9707,,2530.0
9708,,2552.0
9709,,2222.0
9710,,2141.0
9711,,2268.0
9712,,2556.0
9713,,3313.0
9714,,2930.0
9715,,4004.0
9716,,3704.0
9717,,3509.0
9718,,3305.0
9719,,3296.0
9720,,3800.0
9721,,4077.0
9722,,4013.0
9723,,3825.0
9724,,3789.0
9725,,3692.0
9726,,3659.0
9727,,3479.0
9728,,3371.0
9729,,3303.0
9730,,3125.0
9731,,2788.0
9732,,3069.0
9733,,3185.0
9734,,2967.0
9735,,2975.0
9736,,3007.0
9737,,3164.0
9738,,3106.0
9739,,3055.0
9740,,3009.0
9741,,2769.0
9742,,2868.0
9743,,2763.0
9744,,2795.0
9745,,2613.0
9746,,2778.0
9747,,2953.0
9748,,2999.0
9749,,3189.0
9750,,3391.0
9751,,3502.0
9752,,3422.0
9753,,3567.0
9754,,3847.0
9755,,3851.0
9756,,3791.0
9757,,3963.0
9758,,4173.0
9759,,4171.0
9760,,4583.0
9761,,4143.0
