"mask_FTOC","bathy"
NA,3682
NA,3845
NA,3176
NA,3853
NA,4060
NA,4263
NA,4602
NA,4652
NA,4835
NA,4852
NA,5015
NA,5283
NA,5257
NA,5237
NA,5211
NA,5010
NA,4999
NA,5030
NA,5028
NA,4913
NA,4842
NA,4551
NA,4746
NA,4620
NA,4041
NA,3129
NA,1024
0.13032667,161
0.13032667,133
0.13032667,120
0.13032667,234
NA,1486
NA,2375
NA,4215
NA,4390
NA,4497
NA,4470
NA,4507
NA,4557
NA,4471
NA,3764
NA,3652
NA,3488
NA,4017
NA,5228
NA,5442
NA,5453
NA,5402
NA,5282
NA,4946
NA,4367
NA,3032
NA,2750
NA,3071
NA,3273
NA,3722
NA,3840
NA,3810
NA,3896
NA,3942
NA,4021
NA,3401
NA,2727
NA,3761
NA,3995
NA,4369
NA,4939
NA,5022
NA,5053
NA,5136
NA,4764
NA,4435
NA,4430
NA,4415
NA,4336
NA,4343
NA,4487
NA,4395
NA,4340
NA,4319
NA,4230
NA,4053
NA,3767
NA,3666
NA,3531
NA,3055
NA,2883
NA,3116
NA,2884
NA,3129
NA,3758
NA,3949
NA,4092
NA,4093
NA,3963
NA,3921
NA,4026
NA,3957
NA,3911
NA,3975
NA,4012
NA,4125
NA,4345
NA,4488
NA,4520
NA,4646
NA,4622
NA,4382
NA,4412
NA,4498
NA,4430
NA,5252
NA,4885
NA,5304
NA,5172
NA,5440
NA,5510
0.03054048,5354
0.03054048,4844
0.03054048,4885
0.03054048,5079
0.03054048,5076
NA,3227
NA,2045
0.13032667,1285
0.13032667,700
NA,1481
NA,3683
0.03967501,4479
0.03967501,4428
0.03054048,4507
0.03054048,4685
0.03054048,4675
0.03054048,4840
NA,5099
NA,5091
NA,5075
NA,4944
NA,4155
NA,2170
NA,1914
0.13032667,1696
0.13032667,1435
0.13032667,130
0.13032667,45
0.13032667,21
0,NA
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0.03967501,4207
0.03054048,4911
0.03054048,4868
0.03054048,4528
0.03054048,4553
0.03054048,4579
0.03054048,4618
0.03054048,4812
0.03967501,4480
0.12282449,2958
0.12282449,2834
0.13032667,1908
0.13032667,1561
0.13032667,1204
0.13032667,1055
0.12282449,2269
0.12282449,2727
0.12282449,2429
0.13032667,1175
0.13032667,1901
0.13032667,1566
0.13032667,1012
0,NA
0.13032667,24
0.13032667,831
0.12282449,2280
NA,2410
NA,2567
NA,2823
NA,3142
0.03054048,5741
0.03054048,6120
0.03054048,5232
0.03054048,5546
0.03054048,5705
0.03054048,5645
0.03054048,5639
0.03054048,5581
NA,5224
0.03054048,5398
0.03054048,5380
0.03054048,5298
0.03054048,5224
0.03054048,5256
0.03054048,5130
0.03054048,5536
0.03054048,5532
0.03054048,5311
0.03054048,5096
0.03054048,5325
0.03054048,5196
0.03054048,5494
0.03054048,5336
0.03054048,5045
0.03054048,5271
0.03054048,5318
0.03054048,5551
0.03054048,5376
0.03054048,5279
0.03054048,5257
0.03054048,5054
0.03054048,4933
0.03054048,4838
0.03054048,4958
0.03054048,5195
0.03054048,5027
0.03054048,4740
0.03054048,5016
NA,4943
NA,4794
NA,4766
NA,4882
NA,4886
NA,4690
NA,4486
NA,4312
NA,4111
NA,3707
NA,3365
NA,3334
NA,3609
NA,3804
NA,3987
NA,3725
NA,4075
NA,3994
NA,3529
NA,3569
NA,3807
NA,3841
NA,3690
NA,3542
NA,3466
NA,3499
NA,3455
NA,3292
NA,2669
NA,3076
NA,3057
NA,2798
NA,3142
NA,3235
NA,3233
NA,3236
NA,3295
NA,3372
NA,3616
NA,3332
NA,3651
NA,3743
NA,3708
NA,3681
NA,3608
NA,3350
NA,3487
NA,3685
NA,3684
NA,3668
NA,3569
NA,3785
NA,3883
NA,3855
NA,3924
NA,3955
NA,3925
NA,3919
NA,3787
NA,3745
NA,3699
NA,3911
NA,3995
NA,4164
NA,4032
NA,4034
NA,3997
NA,4800
NA,1675
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
0,NA
0,NA
0.13032667,28
0.13032667,83
NA,468
NA,2478
NA,3176
NA,3741
NA,4340
NA,4624
NA,4695
NA,4693
NA,4625
NA,4598
NA,4648
NA,4677
NA,4931
NA,4655
NA,4565
NA,4583
NA,4394
NA,4348
NA,4220
NA,4085
NA,3396
NA,3942
NA,4232
NA,4360
NA,4340
NA,3953
NA,3958
NA,3905
NA,3774
NA,3821
NA,3711
NA,3773
NA,3728
NA,3636
NA,3463
NA,3317
NA,3010
NA,3089
NA,3358
NA,3646
NA,3791
NA,3932
NA,4133
NA,4122
NA,4284
NA,4085
NA,3655
NA,3467
NA,2208
NA,4121
NA,3137
NA,4431
NA,3945
NA,4894
NA,4896
NA,5046
NA,5131
NA,5221
NA,5280
NA,5136
NA,4980
NA,4957
NA,4983
NA,4850
NA,4765
NA,4581
NA,4485
NA,4262
NA,3481
NA,945
0,NA
0,NA
0,NA
0,NA
0.13032667,60
0.13032667,85
0.13032667,38
0.13032667,215
NA,1381
NA,3617
NA,3861
NA,4060
NA,4281
NA,4030
NA,2667
NA,2002
NA,2556
NA,2974
NA,4406
NA,5227
NA,5263
NA,5230
NA,5064
NA,5024
NA,4178
NA,2467
0.13032667,1393
0.13032667,1417
NA,2339
NA,3502
NA,4031
NA,4070
NA,3898
NA,4309
NA,3996
NA,3910
NA,3032
NA,3138
NA,3268
NA,4133
NA,4163
NA,4863
NA,5011
NA,4812
NA,4625
NA,4523
NA,4603
NA,4691
NA,4624
NA,4617
NA,4595
NA,4254
NA,4411
NA,4442
NA,4182
NA,4408
NA,4046
NA,3506
NA,3675
NA,2950
NA,2788
NA,3208
NA,3397
NA,2887
NA,2966
NA,3453
NA,3778
NA,3968
NA,3366
NA,3577
NA,4006
NA,4021
NA,4137
NA,4226
NA,4311
NA,4539
NA,4863
NA,4435
NA,4481
NA,4498
NA,4596
NA,4439
NA,4459
NA,4211
NA,5124
NA,5290
NA,5634
NA,5588
NA,5286
NA,5201
NA,5212
0.03054048,4805
NA,2188
NA,2205
NA,2711
NA,2474
0.13032667,205
0,NA
0,NA
0,NA
0,NA
0,NA
0.13032667,130
0.13032667,78
0.13032667,64
0.13032667,112
NA,1029
NA,2577
NA,3774
NA,3583
NA,3686
NA,2747
NA,1484
NA,1209
0.13032667,855
0.13032667,108
0.13032667,65
0,NA
0.13032667,19
0,NA
0,NA
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0.13032667,866
0.03054048,4830
0.03054048,4891
0.03054048,4832
0.03054048,4793
0.03054048,4659
0.03054048,4761
0.03054048,4740
0.03967501,4280
0.12282449,2212
0.13032667,1940
0.13032667,899
0.13032667,1257
0.13032667,1184
0.12282449,2726
0.12282449,2799
0.13032667,1495
0.13032667,1632
0.13032667,1980
0.13032667,1735
0.13032667,542
0.13032667,190
0.13032667,1043
0.13032667,1608
0.13032667,1942
NA,2551
NA,2687
NA,2781
NA,1953
NA,1955
0.03054048,4606
0.03054048,7265
0.03054048,5619
0.03054048,5691
0.03054048,5609
0.03054048,5680
0.03054048,5734
NA,4647
0.03054048,5581
0.03054048,5388
0.03054048,5510
0.03054048,5377
0.03054048,5568
0.03054048,5408
0.03054048,5311
0.03054048,5576
0.03054048,5442
0.03054048,5184
0.03054048,5133
0.03054048,5198
0.03054048,5171
0.03054048,5334
0.03054048,5181
0.03054048,5238
0.03054048,5064
0.03054048,5135
0.03054048,5182
0.03054048,5326
0.03054048,5289
0.03054048,5477
0.03054048,4901
0.03054048,4598
0.03054048,4555
0.03054048,4872
0.03054048,5052
0.03054048,5091
0.03054048,4818
NA,4910
NA,4885
NA,4755
NA,4769
NA,4690
NA,4569
NA,4571
NA,4630
NA,4449
NA,4265
NA,4104
NA,3985
NA,3434
NA,3746
NA,3899
NA,3582
NA,3855
NA,3549
NA,3572
NA,3558
NA,3463
NA,3429
NA,3445
NA,3574
NA,3305
NA,2911
NA,3110
NA,2813
NA,2852
NA,2601
NA,2812
NA,2840
NA,3123
NA,3248
NA,3156
NA,3279
NA,3148
NA,2853
NA,3043
NA,3355
NA,3467
NA,3627
NA,3644
NA,3753
NA,3545
NA,3710
NA,3649
NA,3778
NA,3584
NA,3696
NA,3733
NA,3823
NA,3433
NA,3737
NA,3829
NA,3818
NA,3764
NA,3879
NA,3849
NA,3823
NA,3902
NA,4134
NA,3979
NA,3955
NA,3455
NA,4335
NA,4403
NA,4022
NA,3787
NA,3846
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.13032667,9
0.13032667,26
0.13032667,58
0.13032667,234
NA,1578
NA,3144
NA,3594
NA,3898
NA,4095
NA,4244
NA,4302
NA,4455
NA,4567
NA,4711
NA,4696
NA,4442
NA,4541
NA,4176
NA,4095
NA,4017
NA,4222
NA,3615
NA,3122
NA,3226
NA,3129
NA,3874
NA,4200
NA,4429
NA,4411
NA,4391
NA,4251
NA,4122
NA,4054
NA,3784
NA,3801
NA,3724
NA,3422
NA,3405
NA,3152
NA,2835
NA,3340
NA,3628
NA,3625
NA,3822
NA,3983
NA,4127
NA,4066
NA,4065
NA,3845
NA,3170
NA,3687
NA,1824
NA,3390
NA,2184
NA,4526
NA,3888
NA,4194
NA,4936
NA,4968
NA,5155
NA,5134
NA,5128
NA,5062
NA,4982
NA,4928
NA,4669
NA,4503
NA,4112
NA,3965
NA,3501
NA,1750
0.13032667,295
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0.13032667,194
NA,1477
NA,3430
NA,3763
NA,3791
NA,3596
NA,2733
0.13032667,1350
0.13032667,1789
NA,3014
NA,5144
NA,5064
NA,5120
NA,4956
NA,4905
NA,4032
0.13032667,847
0.13032667,859
0.13032667,1254
NA,2586
NA,3546
NA,3960
NA,4172
NA,4238
NA,4507
NA,4596
NA,4179
NA,3910
NA,3267
NA,2923
NA,4175
NA,4097
NA,4487
NA,5233
NA,5117
NA,4749
NA,4939
NA,4900
NA,4745
NA,4597
NA,4694
NA,4656
NA,4548
NA,4467
NA,4424
NA,4095
NA,4088
NA,3971
NA,3456
NA,3269
NA,2954
NA,3313
NA,3360
NA,3688
NA,3625
NA,3510
NA,3737
NA,3613
NA,3813
NA,3116
NA,2696
NA,3476
NA,3853
NA,4105
NA,4162
NA,4216
NA,4313
NA,4449
NA,4279
NA,4220
NA,4279
NA,4142
NA,4377
NA,4845
NA,4645
NA,4583
NA,5215
NA,5288
NA,5372
NA,5261
NA,5204
NA,5281
0.03054048,4566
NA,2292
NA,3821
NA,3484
NA,2501
0.13032667,235
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.13032667,15
0.13032667,62
0.13032667,302
0.13032667,289
0.13032667,465
0.13032667,242
0.13032667,331
0.13032667,65
0.13032667,140
0.13032667,66
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.13032667,1957
0.03054048,4827
0.03054048,4833
0.03054048,4511
NA,2573
0.04397903,3921
NA,3104
NA,3420
NA,1680
NA,1395
0.13032667,840
NA,1310
NA,2766
NA,3093
NA,2658
NA,1094
NA,1933
NA,1667
NA,1920
NA,2453
NA,1827
NA,1977
NA,3254
NA,3472
NA,3264
NA,2918
NA,2474
NA,2844
NA,2979
NA,2627
0.03054048,7210
0.03054048,5951
0.03054048,5586
0.03054048,5584
0.03054048,5854
0.03054048,5421
0.03054048,4523
0.03054048,5668
0.03054048,5580
0.03054048,5460
0.03054048,5443
0.03054048,4903
0.03054048,5282
0.03054048,5414
0.03054048,5579
0.03054048,5370
0.03054048,5341
0.03054048,5537
0.03054048,5329
0.03054048,5170
0.03054048,5197
0.03054048,5375
0.03054048,5069
0.03054048,5145
0.03054048,5048
0.03054048,4840
0.03054048,5181
0.03054048,5206
0.03054048,4790
0.03054048,4563
0.03967501,4335
0.03054048,4974
0.03054048,4947
0.03054048,5083
0.03054048,5231
0.03054048,4969
NA,4862
NA,4808
NA,4709
NA,4597
NA,4374
NA,4234
NA,4214
NA,4302
NA,4031
NA,3840
NA,3844
NA,4041
NA,4168
NA,4090
NA,3882
NA,3311
NA,3243
NA,3355
NA,3316
NA,3435
NA,3209
NA,3485
NA,3412
NA,3401
NA,3388
NA,3367
NA,3220
NA,3051
NA,2909
NA,2719
NA,2729
NA,2769
NA,3051
NA,3104
NA,3190
NA,3257
NA,3504
NA,3513
NA,3642
NA,3577
NA,3553
NA,3591
NA,3722
NA,3724
NA,3862
NA,3786
NA,3802
NA,3722
NA,3408
NA,3470
NA,3392
NA,3361
NA,3401
NA,3750
NA,3827
NA,3838
NA,3923
NA,3903
NA,3821
NA,3895
NA,3885
NA,3882
NA,3911
NA,4074
NA,4064
NA,4139
NA,4183
NA,4048
NA,4013
NA,5079
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
0.13032667,16
0.13032667,86
NA,1876
NA,2886
NA,3388
NA,3766
NA,3951
NA,3852
NA,3811
NA,3883
NA,3926
NA,4205
NA,4515
NA,4263
NA,4196
NA,2918
NA,2768
NA,3411
NA,3320
NA,3477
NA,3919
NA,3852
NA,3178
NA,4209
NA,4305
NA,4350
NA,4347
NA,4384
NA,4189
NA,4073
NA,4099
NA,4032
NA,3971
NA,3887
NA,3745
NA,3537
NA,3223
NA,3042
NA,3120
NA,3202
NA,3406
NA,3680
NA,3848
NA,3988
NA,4126
NA,4266
NA,4123
NA,4038
NA,3048
NA,4204
NA,3620
NA,3754
NA,4266
NA,4102
NA,4594
NA,4688
NA,4837
NA,5062
NA,5060
NA,4977
NA,4837
NA,4953
NA,4863
NA,4333
NA,4091
NA,3357
NA,3090
NA,2193
0.13032667,413
0.13032667,161
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
0,NA
NA,1154
NA,3142
NA,3580
NA,3538
NA,3359
NA,2030
0.13032667,1867
NA,2419
NA,5090
NA,4986
NA,5014
NA,4884
NA,4507
NA,3567
0.13032667,1438
0.13032667,1515
0.13032667,1817
NA,2802
NA,3447
NA,3659
NA,3737
NA,3972
NA,4484
NA,4537
NA,4707
NA,4353
NA,4089
NA,3827
NA,2858
NA,3510
NA,4646
NA,4436
NA,4698
NA,4769
NA,4817
NA,4741
NA,4627
NA,4543
NA,4477
NA,4548
NA,4444
NA,4398
NA,4308
NA,3946
NA,3895
NA,3611
NA,3268
NA,3099
NA,2833
NA,3065
NA,3526
NA,3828
NA,3721
NA,3722
NA,3302
NA,3413
NA,3288
NA,3321
NA,1846
NA,3088
NA,3746
NA,4094
NA,4336
NA,4450
NA,4320
NA,4235
NA,3095
NA,2356
NA,1824
NA,2105
NA,2306
NA,2339
NA,2097
NA,4874
NA,5327
NA,5244
NA,4797
NA,5201
NA,5404
NA,5376
0.03054048,5255
0.03054048,5061
0.03054048,5018
0.03054048,4889
0.03054048,4591
0.13032667,1336
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
0,NA
0,NA
0.13032667,30
0.13032667,46
0.13032667,63
0.13032667,45
0.13032667,16
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0.03967501,4110
0.03054048,4716
0.03054048,4677
0.03054048,4508
NA,2997
NA,3675
NA,2720
NA,1319
NA,1283
NA,1069
NA,2118
NA,2944
NA,3198
NA,1284
0.13032667,1112
NA,2296
NA,3777
NA,3897
NA,2807
NA,1942
NA,2566
NA,3446
NA,3894
NA,3821
NA,3662
NA,2703
NA,3206
NA,2678
NA,1290
0.03054048,4976
0.03054048,6653
0.03054048,5435
0.03054048,5517
0.03054048,5885
0.03967501,4423
0.03054048,5507
0.03054048,5624
0.03054048,5551
0.03054048,5458
0.03054048,5525
0.03054048,5306
0.03054048,5584
0.03054048,5336
0.03054048,5173
0.03054048,5293
0.03054048,5554
0.03054048,5286
0.03054048,5070
0.03054048,5130
0.03054048,5053
0.03054048,5398
0.03054048,5023
0.03054048,5067
0.03054048,4919
0.03054048,5184
0.03054048,5138
0.03054048,4816
NA,4466
NA,4603
NA,4614
NA,4977
NA,4892
0.03054048,4748
NA,4892
NA,4860
NA,4487
NA,4410
NA,4387
NA,3595
NA,4016
NA,4152
NA,4391
NA,4127
NA,4114
NA,4135
NA,3994
NA,3954
NA,3975
NA,3926
NA,3866
NA,3780
NA,3773
NA,3826
NA,3724
NA,3722
NA,3637
NA,3560
NA,3516
NA,3470
NA,3482
NA,3321
NA,3177
NA,3033
NA,2935
NA,2744
NA,2758
NA,2921
NA,3050
NA,3125
NA,3144
NA,3191
NA,3217
NA,3497
NA,3463
NA,3366
NA,3584
NA,3603
NA,3592
NA,3587
NA,3536
NA,3688
NA,3729
NA,3559
NA,3644
NA,3539
NA,3213
NA,3043
NA,3454
NA,3744
NA,3426
NA,3840
NA,3985
NA,3780
NA,3840
NA,3951
NA,4062
NA,3869
NA,3964
NA,4208
NA,4320
NA,4237
NA,4347
NA,4235
NA,4069
NA,5274
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0.13032667,22
0.13032667,282
NA,2265
NA,3032
NA,3351
NA,3529
NA,3472
NA,3460
NA,3826
NA,3746
NA,3822
NA,4324
NA,3380
NA,2522
NA,1460
NA,1247
NA,1478
NA,1148
NA,2146
NA,3609
NA,3852
NA,2969
NA,4282
NA,4531
NA,4642
NA,4532
NA,4558
NA,4507
NA,4484
NA,4520
NA,4282
NA,4113
NA,4018
NA,3832
NA,3593
NA,3356
NA,3126
NA,2869
NA,3232
NA,3326
NA,3581
NA,3882
NA,3995
NA,4047
NA,4229
NA,4365
NA,4307
NA,4297
NA,4451
NA,4509
NA,3245
NA,4335
NA,4105
NA,1894
NA,4910
NA,4846
NA,5081
NA,5067
NA,5074
NA,4904
NA,4767
NA,4765
NA,4261
NA,3892
NA,3155
NA,2534
NA,866
0.13032667,282
0.13032667,43
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,1240
NA,2900
NA,3158
NA,3173
NA,2715
NA,2641
NA,2999
NA,4747
NA,4970
NA,4986
NA,4920
NA,4546
NA,3483
NA,2080
NA,2222
0.12282449,2109
NA,2239
NA,3715
NA,4582
NA,4738
NA,4748
NA,4862
NA,4877
NA,4238
NA,4472
NA,4733
NA,4409
NA,3530
NA,3566
NA,3440
NA,4001
NA,4440
NA,4552
NA,4673
NA,4643
NA,4674
NA,4497
NA,4407
NA,4523
NA,4429
NA,4252
NA,4148
NA,4123
NA,3846
NA,3350
NA,2996
NA,2896
NA,3171
NA,3394
NA,3600
NA,3980
NA,4071
NA,3844
NA,3882
NA,3990
NA,3558
NA,3577
0.13032667,1571
0.13032667,1658
NA,2928
NA,3924
NA,4250
NA,3910
NA,2947
NA,1492
0.13032667,1919
NA,2547
NA,2487
NA,2338
NA,2544
NA,3258
NA,2609
NA,4549
NA,5028
NA,5255
NA,5082
NA,5109
NA,5038
NA,5208
0.03054048,5299
0.03054048,5316
0.03054048,5145
0.03054048,5083
0.03054048,4829
NA,1369
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0.04397903,3812
0.03054048,4761
0.03054048,4780
0.04397903,3600
NA,3330
NA,3542
NA,1876
NA,1333
NA,1357
NA,1062
NA,1616
NA,2203
NA,3232
NA,2377
NA,2236
NA,3452
NA,3701
NA,4007
NA,2878
NA,1882
NA,2377
NA,3364
NA,4025
NA,4152
NA,4068
NA,3271
NA,2243
NA,1925
0.13032667,1579
NA,3579
0.03054048,7406
0.03054048,5705
0.03054048,5691
0.03054048,4652
0.03054048,5692
0.03054048,5648
0.03054048,5552
0.03054048,5524
0.03054048,5286
0.03054048,5265
0.03054048,5447
0.03054048,5211
0.03054048,5292
0.03054048,5370
0.03054048,5245
0.03054048,5298
0.03054048,5229
0.03054048,5045
0.03054048,4983
0.03054048,5013
0.03054048,5190
0.03054048,5224
0.03054048,4953
0.03054048,5123
0.03054048,5071
0.03054048,5104
NA,4420
NA,4310
NA,4512
NA,4618
NA,4733
NA,4738
NA,4686
NA,4724
NA,4503
NA,4408
NA,4240
NA,4243
NA,4181
NA,4121
NA,4106
NA,3937
NA,4223
NA,4257
NA,4275
NA,4245
NA,4283
NA,4133
NA,4149
NA,4021
NA,3945
NA,3902
NA,3705
NA,3835
NA,3715
NA,3732
NA,3670
NA,3523
NA,3412
NA,3276
NA,3374
NA,3289
NA,3071
NA,2997
NA,2901
NA,2798
NA,3020
NA,3097
NA,3105
NA,3123
NA,3226
NA,3361
NA,3387
NA,3178
NA,3189
NA,3514
NA,3563
NA,3482
NA,3557
NA,3597
NA,3656
NA,3743
NA,3742
NA,3662
NA,3455
NA,3373
NA,3443
NA,3528
NA,3720
NA,3783
NA,3666
NA,3850
NA,3898
NA,3843
NA,3954
NA,3952
NA,4012
NA,3912
NA,4103
NA,4355
NA,4143
NA,4196
NA,4183
NA,4344
NA,5640
NA,354
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
0.13032667,60
0.13032667,181
NA,1284
NA,2478
NA,3494
NA,3564
NA,3764
NA,3927
NA,3768
NA,3714
NA,4037
NA,4064
NA,2566
NA,1348
NA,2130
NA,1481
NA,2834
NA,3701
NA,3989
NA,3749
NA,2588
NA,4108
NA,4560
NA,4896
NA,4944
NA,4865
NA,4671
NA,4493
NA,4547
NA,4415
NA,4401
NA,4295
NA,3975
NA,3727
NA,3427
NA,3090
NA,2776
NA,3251
NA,3447
NA,3669
NA,3855
NA,3976
NA,4153
NA,4318
NA,4347
NA,4515
NA,4482
NA,4570
NA,4462
NA,4439
NA,2706
NA,3458
NA,1739
NA,4672
NA,5029
NA,5004
NA,5142
NA,5080
NA,4930
NA,4895
NA,4505
NA,4076
NA,3774
NA,2882
NA,1028
0.13032667,228
0.13032667,175
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
NA,739
NA,1809
NA,2758
NA,2655
NA,2021
NA,2232
NA,5110
NA,5023
NA,4945
NA,4918
NA,4714
NA,3819
NA,2677
NA,2435
NA,2402
NA,2189
NA,3083
NA,4158
NA,4674
NA,4773
NA,5008
NA,4950
NA,4597
NA,4321
NA,4560
NA,4735
NA,4776
NA,4522
NA,3968
NA,3429
NA,4125
NA,4579
NA,5015
NA,4785
NA,4545
NA,4455
NA,4343
NA,4376
NA,4325
NA,4252
NA,4249
NA,3843
NA,3661
NA,3177
NA,3011
NA,3237
NA,3378
NA,3975
NA,3982
NA,3963
NA,4012
NA,4261
NA,4054
NA,3876
NA,3811
NA,3750
NA,1868
NA,2076
NA,2181
NA,2128
NA,2801
NA,2638
0.12282449,2368
0.12282449,2391
NA,2536
NA,2949
NA,3342
NA,2759
NA,3264
NA,3729
NA,4459
NA,4579
NA,4933
NA,4724
NA,4795
NA,5110
NA,5193
NA,5214
0.03054048,5410
0.03054048,5376
0.03054048,5206
0.03054048,5098
0.03967501,4007
0.13032667,133
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0.13032667,1067
0.03054048,4568
0.03054048,4786
NA,4528
NA,3120
NA,2609
NA,2510
NA,1563
NA,1200
NA,1142
NA,1786
NA,2964
NA,3216
NA,3021
NA,1700
NA,3095
NA,2784
NA,2446
NA,2520
NA,2280
NA,2085
NA,3696
NA,4185
NA,4286
NA,3928
NA,3594
NA,1601
0.13032667,1673
0.12282449,2115
NA,2624
0.03054048,5942
0.03054048,5846
0.03054048,5723
0.03054048,4545
0.03054048,5571
0.03054048,5468
0.03054048,5502
0.03054048,5439
0.03054048,5353
0.03054048,5315
0.03054048,5472
0.03054048,5165
0.03054048,5232
0.03054048,5189
0.03054048,5335
0.03054048,5329
0.03054048,5419
0.03054048,5448
0.03054048,5196
0.03054048,4796
0.03054048,5046
0.03054048,5107
0.03054048,5155
0.03054048,5194
0.03054048,5034
0.03054048,4965
NA,4615
NA,4259
NA,4706
NA,4736
NA,4715
NA,4741
NA,4666
NA,4591
NA,4329
NA,4189
NA,4144
NA,4275
NA,4345
NA,4139
NA,4266
NA,4274
NA,4226
NA,4218
NA,4226
NA,4157
NA,4120
NA,4093
NA,4184
NA,3977
NA,3864
NA,3884
NA,3599
NA,3634
NA,3619
NA,3734
NA,3638
NA,3640
NA,3362
NA,3272
NA,3398
NA,3317
NA,3185
NA,3078
NA,2860
NA,2867
NA,2995
NA,3048
NA,3048
NA,3088
NA,3142
NA,3235
NA,3271
NA,3279
NA,3015
NA,3383
NA,3451
NA,3341
NA,3484
NA,3652
NA,3768
NA,3861
NA,3842
NA,3489
NA,3395
NA,3406
NA,3468
NA,3476
NA,3671
NA,3842
NA,3817
NA,3799
NA,3816
NA,3966
NA,3975
NA,3905
NA,3993
NA,3836
NA,3743
NA,4192
NA,4218
NA,4071
NA,4185
NA,4184
NA,5527
NA,349
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.13032667,29
0.13032667,127
NA,1262
NA,2362
NA,3493
NA,3695
NA,3864
NA,4017
NA,3817
NA,3876
NA,4131
NA,4293
NA,3727
NA,3085
NA,3284
NA,2396
NA,3408
NA,3392
NA,3695
NA,3510
NA,2963
NA,4032
NA,4666
NA,4937
NA,5051
NA,5081
NA,4672
NA,4470
NA,4462
NA,4260
NA,4396
NA,4211
NA,4048
NA,3922
NA,3606
NA,3483
NA,2665
NA,3134
NA,3422
NA,3772
NA,3953
NA,4041
NA,4147
NA,4171
NA,4334
NA,4463
NA,4409
NA,4733
