V1,V2,V3
-143.899721448468,88.9944134078212,-3727
-142.896935933148,88.9944134078212,-3724
-141.894150417827,88.9944134078212,-3720
-140.891364902507,88.9944134078212,-3736
-139.888579387187,88.9944134078212,-3725
-138.885793871866,88.9944134078212,-3677
-137.883008356546,88.9944134078212,-3646
-136.880222841226,88.9944134078212,-3602
-135.877437325905,88.9944134078212,-3622
-134.874651810585,88.9944134078212,-3608
-133.871866295265,88.9944134078212,-3593
-132.869080779944,88.9944134078212,-3583
-131.866295264624,88.9944134078212,-3579
-130.863509749304,88.9944134078212,-3564
-129.860724233983,88.9944134078212,-3542
-128.857938718663,88.9944134078212,-3539
-127.855153203343,88.9944134078212,-3573
-126.852367688022,88.9944134078212,-3557
-125.849582172702,88.9944134078212,-3531
-124.846796657382,88.9944134078212,-3510
-123.844011142061,88.9944134078212,-3506
-122.841225626741,88.9944134078212,-3498
-121.838440111421,88.9944134078212,-3489
-120.8356545961,88.9944134078212,-3489
-119.83286908078,88.9944134078212,-3490
-118.83008356546,88.9944134078212,-3475
-117.827298050139,88.9944134078212,-3438
-116.824512534819,88.9944134078212,-3351
-115.821727019499,88.9944134078212,-3289
-114.818941504178,88.9944134078212,-3177
-113.816155988858,88.9944134078212,-3078
-112.813370473538,88.9944134078212,-3026
-111.810584958217,88.9944134078212,-2969
-110.807799442897,88.9944134078212,-2943
-109.805013927577,88.9944134078212,-2932
-108.802228412256,88.9944134078212,-2870
-107.799442896936,88.9944134078212,-2810
-106.796657381616,88.9944134078212,-2718
-105.793871866295,88.9944134078212,-2722
-104.791086350975,88.9944134078212,-2681
-103.788300835655,88.9944134078212,-2604
-102.785515320334,88.9944134078212,-2534
-101.782729805014,88.9944134078212,-2466
-100.779944289694,88.9944134078212,-2389
-99.7771587743733,88.9944134078212,-2345
-98.7743732590529,88.9944134078212,-2260
-97.7715877437326,88.9944134078212,-2147
-96.7688022284123,88.9944134078212,-2089
-95.7660167130919,88.9944134078212,-2069
-94.7632311977716,88.9944134078212,-2078
-93.7604456824513,88.9944134078212,-2071
-92.7576601671309,88.9944134078212,-2024
-91.7548746518106,88.9944134078212,-1963
-90.7520891364903,88.9944134078212,-1872
-89.7493036211699,88.9944134078212,-1819
-88.7465181058496,88.9944134078212,-1834
-87.7437325905292,88.9944134078212,-1796
-86.7409470752089,88.9944134078212,-1756
-85.7381615598886,88.9944134078212,-1779
-84.7353760445683,88.9944134078212,-1754
-83.7325905292479,88.9944134078212,-1738
-82.7298050139276,88.9944134078212,-1717
-81.7270194986072,88.9944134078212,-1707
-80.7242339832869,88.9944134078212,-1672
-79.7214484679666,88.9944134078212,-1611
-78.7186629526462,88.9944134078212,-1563
-77.7158774373259,88.9944134078212,-1517
-76.7130919220056,88.9944134078212,-1473
-75.7103064066852,88.9944134078212,-1463
-74.7075208913649,88.9944134078212,-1467
-73.7047353760446,88.9944134078212,-1493
-72.7019498607242,88.9944134078212,-1531
-71.6991643454039,88.9944134078212,-1554
-70.6963788300836,88.9944134078212,-1565
-69.6935933147632,88.9944134078212,-1600
-68.6908077994429,88.9944134078212,-1641
-67.6880222841226,88.9944134078212,-1659
-66.6852367688022,88.9944134078212,-1712
-65.6824512534819,88.9944134078212,-1772
-64.6796657381616,88.9944134078212,-1846
-63.6768802228412,88.9944134078212,-1980
-62.6740947075209,88.9944134078212,-2114
